"filePath";"fileName";"originalSourceTitle";"originalSourceLink";"firstPublished";"directSource";"note"
"US politics/2025-Trump-tariffs.csv";"2025-Trump-tariffs.csv";"The White House";"https://x.com/WhiteHouse/status/1907533090559324204";"2025-04-02";"https://www.theguardian.com/us-news/2025/apr/03/donald-trump-tariffs-antarctica-uninhabited-heard-mcdonald-islands";"List of United States tariffs and the levels of tariffs aginst the US according to the Trump administration"
